HCP_ID,Name,Specialty,Region,Prescribing_Trend,Research_Involvement,Engagement_Score
HCP43389,HCP_Name_43389,Pediatrics,South,Medium,No,High
HCP43390,HCP_Name_43390,Cardiology,West,Medium,Yes,Low
HCP43391,HCP_Name_43391,Neurology,East,Low,No,High
HCP43392,HCP_Name_43392,Pediatrics,South,High,No,High
HCP43393,HCP_Name_43393,Dermatology,South,Medium,No,Medium
HCP43394,HCP_Name_43394,Neurology,West,High,Yes,Low
HCP43395,HCP_Name_43395,Oncology,South,Medium,Yes,Low
HCP43396,HCP_Name_43396,General Practice,Central,Medium,No,Medium
HCP43397,HCP_Name_43397,Neurology,North,Low,Yes,Medium
HCP43398,HCP_Name_43398,Neurology,North,Low,Yes,Medium
HCP43399,HCP_Name_43399,Oncology,East,Low,No,Low
HCP43400,HCP_Name_43400,Oncology,East,Medium,No,Medium
HCP43401,HCP_Name_43401,General Practice,South,Low,Yes,Medium
HCP43402,HCP_Name_43402,Oncology,North,Low,No,High
HCP43403,HCP_Name_43403,Neurology,West,Medium,Yes,Medium
HCP43404,HCP_Name_43404,Cardiology,West,Medium,Yes,Medium
HCP43405,HCP_Name_43405,General Practice,South,Low,Yes,Medium
HCP43406,HCP_Name_43406,Cardiology,West,Low,Yes,Medium
HCP43407,HCP_Name_43407,Cardiology,West,High,No,High
HCP43408,HCP_Name_43408,Dermatology,North,High,Yes,High
HCP43409,HCP_Name_43409,Dermatology,East,Low,No,High
HCP43410,HCP_Name_43410,General Practice,West,Medium,No,Low
HCP43411,HCP_Name_43411,Cardiology,East,Medium,No,High
HCP43412,HCP_Name_43412,Dermatology,West,Low,No,High
HCP43413,HCP_Name_43413,Pediatrics,South,Low,No,Medium
HCP43414,HCP_Name_43414,Dermatology,Central,Medium,Yes,Low
HCP43415,HCP_Name_43415,Pediatrics,South,High,No,High
HCP43416,HCP_Name_43416,Dermatology,North,High,No,Medium
HCP43417,HCP_Name_43417,Pediatrics,West,High,Yes,Low
HCP43418,HCP_Name_43418,General Practice,East,High,No,High
HCP43419,HCP_Name_43419,Oncology,South,Medium,Yes,Medium
HCP43420,HCP_Name_43420,General Practice,South,High,No,High
HCP43421,HCP_Name_43421,Pediatrics,West,High,Yes,Medium
HCP43422,HCP_Name_43422,Neurology,South,High,No,High
HCP43423,HCP_Name_43423,Oncology,South,Medium,No,Medium
HCP43424,HCP_Name_43424,Dermatology,West,Medium,No,High
HCP43425,HCP_Name_43425,General Practice,East,Medium,No,Medium
HCP43426,HCP_Name_43426,Dermatology,Central,High,No,High
HCP43427,HCP_Name_43427,Cardiology,North,Medium,No,High
HCP43428,HCP_Name_43428,Dermatology,South,Low,Yes,Low
HCP43429,HCP_Name_43429,Neurology,East,Low,No,High
HCP43430,HCP_Name_43430,Dermatology,North,Medium,Yes,Low
HCP43431,HCP_Name_43431,Cardiology,North,High,Yes,Medium
HCP43432,HCP_Name_43432,Cardiology,Central,Medium,Yes,Medium
HCP43433,HCP_Name_43433,Pediatrics,West,Low,Yes,High
HCP43434,HCP_Name_43434,Neurology,East,Low,Yes,Medium
HCP43435,HCP_Name_43435,Pediatrics,South,Low,Yes,Medium
HCP43436,HCP_Name_43436,Neurology,North,High,Yes,High
HCP43437,HCP_Name_43437,Neurology,East,Low,No,Low
HCP43438,HCP_Name_43438,Oncology,Central,High,No,Medium
HCP43439,HCP_Name_43439,Cardiology,South,Low,Yes,High
HCP43440,HCP_Name_43440,Dermatology,East,Medium,Yes,High
HCP43441,HCP_Name_43441,Oncology,Central,Medium,Yes,Medium
HCP43442,HCP_Name_43442,General Practice,West,High,Yes,High
HCP43443,HCP_Name_43443,Pediatrics,Central,High,Yes,Low
HCP43444,HCP_Name_43444,Dermatology,West,Medium,Yes,High
HCP43445,HCP_Name_43445,General Practice,North,Medium,No,Low
HCP43446,HCP_Name_43446,Dermatology,East,Low,Yes,Low
HCP43447,HCP_Name_43447,Cardiology,North,Low,No,Medium
HCP43448,HCP_Name_43448,Oncology,South,High,No,High
HCP43449,HCP_Name_43449,Cardiology,East,High,Yes,High
HCP43450,HCP_Name_43450,General Practice,Central,High,No,Medium
HCP43451,HCP_Name_43451,Oncology,North,Medium,No,High
HCP43452,HCP_Name_43452,Pediatrics,South,Low,Yes,Medium
HCP43453,HCP_Name_43453,Oncology,West,Low,No,High
HCP43454,HCP_Name_43454,Dermatology,North,Medium,No,Medium
HCP43455,HCP_Name_43455,Neurology,North,Medium,No,High
HCP43456,HCP_Name_43456,General Practice,Central,Low,Yes,Medium
HCP43457,HCP_Name_43457,General Practice,East,Medium,Yes,Medium
HCP43458,HCP_Name_43458,Pediatrics,South,Low,No,Low
HCP43459,HCP_Name_43459,General Practice,North,Low,No,High
HCP43460,HCP_Name_43460,Dermatology,West,High,No,High
HCP43461,HCP_Name_43461,General Practice,Central,Medium,Yes,Medium
HCP43462,HCP_Name_43462,Cardiology,South,Low,No,Low
HCP43463,HCP_Name_43463,General Practice,West,High,No,High
HCP43464,HCP_Name_43464,Dermatology,Central,Medium,No,Low
HCP43465,HCP_Name_43465,Oncology,North,High,Yes,Medium
HCP43466,HCP_Name_43466,Dermatology,Central,Low,No,High
HCP43467,HCP_Name_43467,Dermatology,Central,Medium,No,High
HCP43468,HCP_Name_43468,Oncology,North,Medium,No,Medium
HCP43469,HCP_Name_43469,Cardiology,Central,High,Yes,High
HCP43470,HCP_Name_43470,Pediatrics,West,High,No,High
HCP43471,HCP_Name_43471,Dermatology,North,Medium,No,Medium
HCP43472,HCP_Name_43472,Oncology,East,Low,No,Low
HCP43473,HCP_Name_43473,Cardiology,North,Medium,Yes,Medium
HCP43474,HCP_Name_43474,Pediatrics,Central,Low,Yes,Medium
HCP43475,HCP_Name_43475,Pediatrics,North,Medium,Yes,Low
HCP43476,HCP_Name_43476,Dermatology,Central,High,Yes,Medium
HCP43477,HCP_Name_43477,Cardiology,Central,Medium,Yes,Low
HCP43478,HCP_Name_43478,Pediatrics,East,High,Yes,High
HCP43479,HCP_Name_43479,General Practice,West,High,Yes,High
HCP43480,HCP_Name_43480,Oncology,Central,Medium,Yes,High
HCP43481,HCP_Name_43481,Neurology,North,Low,Yes,Low
HCP43482,HCP_Name_43482,Neurology,Central,High,No,Medium
HCP43483,HCP_Name_43483,General Practice,North,High,No,Low
HCP43484,HCP_Name_43484,Pediatrics,Central,Low,No,High
HCP43485,HCP_Name_43485,Pediatrics,Central,High,No,High
HCP43486,HCP_Name_43486,Dermatology,Central,Low,No,High
HCP43487,HCP_Name_43487,Oncology,Central,High,No,High
HCP43488,HCP_Name_43488,Oncology,North,Medium,No,High
HCP43489,HCP_Name_43489,Dermatology,North,Low,No,High
HCP43490,HCP_Name_43490,Oncology,Central,Low,No,Low
HCP43491,HCP_Name_43491,General Practice,Central,High,No,High
HCP43492,HCP_Name_43492,Neurology,West,Medium,Yes,High
HCP43493,HCP_Name_43493,Cardiology,East,Medium,Yes,Medium
HCP43494,HCP_Name_43494,Pediatrics,East,Low,No,Medium
HCP43495,HCP_Name_43495,Oncology,East,High,Yes,High
HCP43496,HCP_Name_43496,Pediatrics,Central,Medium,Yes,Medium
HCP43497,HCP_Name_43497,General Practice,South,Low,Yes,High
HCP43498,HCP_Name_43498,Dermatology,East,High,No,High
HCP43499,HCP_Name_43499,Dermatology,South,Medium,No,High
HCP43500,HCP_Name_43500,Neurology,South,Low,Yes,Medium
HCP43501,HCP_Name_43501,Cardiology,North,Medium,No,Medium
HCP43502,HCP_Name_43502,Pediatrics,North,High,Yes,Low
HCP43503,HCP_Name_43503,Oncology,South,Low,No,Low
HCP43504,HCP_Name_43504,Dermatology,South,Low,Yes,Low
HCP43505,HCP_Name_43505,General Practice,Central,Low,Yes,High
HCP43506,HCP_Name_43506,Oncology,East,Medium,No,Low
HCP43507,HCP_Name_43507,Oncology,West,High,No,Medium
HCP43508,HCP_Name_43508,Neurology,South,Low,No,Low
HCP43509,HCP_Name_43509,Dermatology,East,Low,No,Low
HCP43510,HCP_Name_43510,Dermatology,Central,Low,No,Low
HCP43511,HCP_Name_43511,Neurology,West,Low,No,Low
HCP43512,HCP_Name_43512,Dermatology,Central,Low,Yes,High
HCP43513,HCP_Name_43513,Dermatology,West,Medium,Yes,Low
HCP43514,HCP_Name_43514,Cardiology,Central,Medium,Yes,Low
HCP43515,HCP_Name_43515,Oncology,North,High,Yes,Medium
HCP43516,HCP_Name_43516,Oncology,South,High,Yes,Medium
HCP43517,HCP_Name_43517,Cardiology,East,High,Yes,Medium
HCP43518,HCP_Name_43518,General Practice,North,High,No,Medium
HCP43519,HCP_Name_43519,Pediatrics,South,High,No,High
HCP43520,HCP_Name_43520,General Practice,East,High,No,Medium
HCP43521,HCP_Name_43521,Neurology,South,Medium,Yes,Low
HCP43522,HCP_Name_43522,Oncology,East,Medium,Yes,High
HCP43523,HCP_Name_43523,Cardiology,West,Medium,Yes,Low
HCP43524,HCP_Name_43524,Dermatology,South,High,No,Medium
HCP43525,HCP_Name_43525,Neurology,South,High,Yes,Low
HCP43526,HCP_Name_43526,Cardiology,East,High,No,High
HCP43527,HCP_Name_43527,Cardiology,North,Low,Yes,High
HCP43528,HCP_Name_43528,Neurology,North,Low,Yes,High
HCP43529,HCP_Name_43529,Neurology,West,Medium,No,High
HCP43530,HCP_Name_43530,Pediatrics,South,Low,No,High
HCP43531,HCP_Name_43531,Cardiology,South,Medium,Yes,Medium
HCP43532,HCP_Name_43532,Cardiology,South,High,No,Low
HCP43533,HCP_Name_43533,Cardiology,East,Medium,No,Low
HCP43534,HCP_Name_43534,Pediatrics,South,High,Yes,Low
HCP43535,HCP_Name_43535,Oncology,South,High,No,Low
HCP43536,HCP_Name_43536,Dermatology,Central,Medium,No,Medium
HCP43537,HCP_Name_43537,Oncology,North,High,Yes,High
HCP43538,HCP_Name_43538,Oncology,South,Medium,No,Low
HCP43539,HCP_Name_43539,General Practice,South,Low,No,High
HCP43540,HCP_Name_43540,Pediatrics,West,Medium,Yes,Low
HCP43541,HCP_Name_43541,Pediatrics,North,Low,Yes,Medium
HCP43542,HCP_Name_43542,Oncology,East,Medium,Yes,Low
HCP43543,HCP_Name_43543,Pediatrics,South,High,No,Low
HCP43544,HCP_Name_43544,Oncology,Central,Low,No,Low
HCP43545,HCP_Name_43545,Cardiology,West,Low,Yes,High
HCP43546,HCP_Name_43546,Cardiology,West,Medium,Yes,Low
HCP43547,HCP_Name_43547,Oncology,East,Low,No,Medium
HCP43548,HCP_Name_43548,Neurology,Central,Low,No,Medium
HCP43549,HCP_Name_43549,Dermatology,Central,Low,No,Medium
HCP43550,HCP_Name_43550,Oncology,West,High,No,High
HCP43551,HCP_Name_43551,Oncology,West,High,Yes,Low
HCP43552,HCP_Name_43552,General Practice,East,High,No,Medium
HCP43553,HCP_Name_43553,Neurology,South,Low,No,High
HCP43554,HCP_Name_43554,Oncology,West,Low,No,Medium
HCP43555,HCP_Name_43555,Oncology,North,Low,Yes,Low
HCP43556,HCP_Name_43556,General Practice,East,Low,Yes,High
HCP43557,HCP_Name_43557,Oncology,North,Low,Yes,Medium
HCP43558,HCP_Name_43558,Cardiology,East,Low,No,Medium
HCP43559,HCP_Name_43559,Oncology,East,High,No,Low
HCP43560,HCP_Name_43560,Pediatrics,South,Low,Yes,Medium
HCP43561,HCP_Name_43561,General Practice,East,High,No,Low
HCP43562,HCP_Name_43562,Pediatrics,North,Low,No,Low
HCP43563,HCP_Name_43563,Pediatrics,South,Low,Yes,Low
HCP43564,HCP_Name_43564,Dermatology,East,Medium,No,Low
HCP43565,HCP_Name_43565,Pediatrics,East,High,No,Medium
HCP43566,HCP_Name_43566,Oncology,Central,Low,No,High
HCP43567,HCP_Name_43567,Pediatrics,North,Medium,No,Low
HCP43568,HCP_Name_43568,General Practice,East,Low,Yes,Medium
HCP43569,HCP_Name_43569,Pediatrics,East,Low,No,Low
HCP43570,HCP_Name_43570,Neurology,West,Low,Yes,Low
HCP43571,HCP_Name_43571,Pediatrics,South,Low,Yes,Medium
HCP43572,HCP_Name_43572,Cardiology,East,High,No,High
HCP43573,HCP_Name_43573,Neurology,South,Low,Yes,Low
HCP43574,HCP_Name_43574,Oncology,North,Medium,Yes,Medium
HCP43575,HCP_Name_43575,Dermatology,West,Medium,Yes,Medium
HCP43576,HCP_Name_43576,General Practice,West,High,No,Low
HCP43577,HCP_Name_43577,General Practice,North,Medium,No,Medium
HCP43578,HCP_Name_43578,General Practice,South,Medium,Yes,Medium
HCP43579,HCP_Name_43579,Cardiology,West,Low,No,Low
HCP43580,HCP_Name_43580,Neurology,North,Medium,No,Low
HCP43581,HCP_Name_43581,Neurology,West,Medium,Yes,High
HCP43582,HCP_Name_43582,Pediatrics,North,Medium,No,Medium
HCP43583,HCP_Name_43583,Dermatology,Central,High,No,Medium
HCP43584,HCP_Name_43584,General Practice,Central,Low,No,Medium
HCP43585,HCP_Name_43585,Neurology,South,High,Yes,Medium
HCP43586,HCP_Name_43586,Cardiology,West,Low,Yes,Low
HCP43587,HCP_Name_43587,Oncology,Central,Low,No,Medium
HCP43588,HCP_Name_43588,Pediatrics,North,High,Yes,Medium
HCP43589,HCP_Name_43589,Neurology,East,Low,No,Medium
HCP43590,HCP_Name_43590,Oncology,East,High,Yes,Medium
HCP43591,HCP_Name_43591,Dermatology,Central,Low,Yes,Medium
HCP43592,HCP_Name_43592,Dermatology,North,High,Yes,Medium
HCP43593,HCP_Name_43593,Neurology,West,High,No,Medium
HCP43594,HCP_Name_43594,General Practice,North,High,Yes,Low
HCP43595,HCP_Name_43595,General Practice,East,High,Yes,High
HCP43596,HCP_Name_43596,General Practice,West,High,Yes,Low
HCP43597,HCP_Name_43597,Cardiology,North,High,No,High
HCP43598,HCP_Name_43598,Cardiology,Central,Low,No,Medium
HCP43599,HCP_Name_43599,General Practice,North,Low,No,Low
HCP43600,HCP_Name_43600,Dermatology,South,High,Yes,Low
HCP43601,HCP_Name_43601,Oncology,East,Low,Yes,Low
HCP43602,HCP_Name_43602,Pediatrics,South,Medium,Yes,High
HCP43603,HCP_Name_43603,Dermatology,Central,Low,Yes,Medium
HCP43604,HCP_Name_43604,General Practice,North,Medium,Yes,Medium
HCP43605,HCP_Name_43605,Pediatrics,West,High,No,High
HCP43606,HCP_Name_43606,Neurology,North,Medium,Yes,Medium
HCP43607,HCP_Name_43607,Neurology,Central,High,Yes,Low
HCP43608,HCP_Name_43608,Oncology,Central,Medium,Yes,High
HCP43609,HCP_Name_43609,Oncology,West,High,No,Medium
HCP43610,HCP_Name_43610,Pediatrics,North,High,Yes,Medium
HCP43611,HCP_Name_43611,Cardiology,East,High,Yes,High
HCP43612,HCP_Name_43612,Neurology,Central,High,Yes,Low
HCP43613,HCP_Name_43613,Dermatology,South,High,Yes,Low
HCP43614,HCP_Name_43614,Oncology,South,Low,Yes,High
HCP43615,HCP_Name_43615,Cardiology,South,Low,Yes,Low
HCP43616,HCP_Name_43616,Dermatology,South,Medium,Yes,Medium
HCP43617,HCP_Name_43617,Pediatrics,West,Medium,No,Medium
HCP43618,HCP_Name_43618,Cardiology,Central,Low,Yes,High
HCP43619,HCP_Name_43619,General Practice,West,Low,No,Low
HCP43620,HCP_Name_43620,General Practice,South,High,Yes,Medium
HCP43621,HCP_Name_43621,Pediatrics,East,Medium,Yes,High
HCP43622,HCP_Name_43622,Pediatrics,East,Low,No,Medium
HCP43623,HCP_Name_43623,Pediatrics,East,High,Yes,Low
HCP43624,HCP_Name_43624,Neurology,West,Medium,Yes,High
HCP43625,HCP_Name_43625,Pediatrics,South,Medium,Yes,Medium
HCP43626,HCP_Name_43626,Oncology,North,Medium,Yes,High
HCP43627,HCP_Name_43627,Pediatrics,East,Low,Yes,Medium
HCP43628,HCP_Name_43628,Cardiology,Central,High,No,Low
HCP43629,HCP_Name_43629,Dermatology,South,Medium,No,Low
HCP43630,HCP_Name_43630,Oncology,Central,High,Yes,Medium
HCP43631,HCP_Name_43631,General Practice,East,Medium,Yes,Medium
HCP43632,HCP_Name_43632,Neurology,East,Low,No,High
HCP43633,HCP_Name_43633,Pediatrics,South,Low,Yes,Low
HCP43634,HCP_Name_43634,Oncology,Central,High,No,Low
HCP43635,HCP_Name_43635,General Practice,West,High,Yes,Low
HCP43636,HCP_Name_43636,Oncology,North,High,Yes,Low
HCP43637,HCP_Name_43637,General Practice,Central,Medium,Yes,Medium
HCP43638,HCP_Name_43638,Cardiology,West,Medium,Yes,High
HCP43639,HCP_Name_43639,Cardiology,Central,Low,No,Low
HCP43640,HCP_Name_43640,Cardiology,East,High,No,Medium
HCP43641,HCP_Name_43641,Dermatology,West,High,No,Low
HCP43642,HCP_Name_43642,Cardiology,North,High,No,Medium
HCP43643,HCP_Name_43643,Dermatology,West,Low,Yes,Low
HCP43644,HCP_Name_43644,Neurology,East,Medium,Yes,Low
HCP43645,HCP_Name_43645,Cardiology,South,High,No,Medium
HCP43646,HCP_Name_43646,Cardiology,West,High,No,High
HCP43647,HCP_Name_43647,Dermatology,Central,Low,Yes,High
HCP43648,HCP_Name_43648,Neurology,South,High,No,High
HCP43649,HCP_Name_43649,Pediatrics,South,Low,No,Low
HCP43650,HCP_Name_43650,Neurology,North,Low,No,High
HCP43651,HCP_Name_43651,Oncology,Central,Low,No,Low
HCP43652,HCP_Name_43652,Pediatrics,East,High,Yes,Medium
HCP43653,HCP_Name_43653,Pediatrics,West,Medium,Yes,Low
HCP43654,HCP_Name_43654,Pediatrics,South,Medium,Yes,High
HCP43655,HCP_Name_43655,Oncology,North,Low,Yes,Medium
HCP43656,HCP_Name_43656,Cardiology,East,Medium,No,High
HCP43657,HCP_Name_43657,Oncology,West,Medium,Yes,High
HCP43658,HCP_Name_43658,Dermatology,Central,High,No,Medium
HCP43659,HCP_Name_43659,Pediatrics,South,Medium,No,High
HCP43660,HCP_Name_43660,Dermatology,North,High,Yes,High
HCP43661,HCP_Name_43661,Oncology,North,High,No,High
HCP43662,HCP_Name_43662,Dermatology,West,Low,Yes,Medium
HCP43663,HCP_Name_43663,Neurology,North,Medium,Yes,Low
HCP43664,HCP_Name_43664,Neurology,West,High,Yes,Medium
HCP43665,HCP_Name_43665,General Practice,Central,Low,No,Medium
HCP43666,HCP_Name_43666,Cardiology,South,Low,Yes,Low
HCP43667,HCP_Name_43667,Pediatrics,Central,High,Yes,Low
HCP43668,HCP_Name_43668,Cardiology,South,Low,No,High
HCP43669,HCP_Name_43669,Pediatrics,West,Medium,Yes,Low
HCP43670,HCP_Name_43670,General Practice,East,High,Yes,Medium
HCP43671,HCP_Name_43671,General Practice,South,Low,No,High
HCP43672,HCP_Name_43672,Neurology,North,Medium,Yes,Medium
HCP43673,HCP_Name_43673,Pediatrics,East,Low,Yes,Medium
HCP43674,HCP_Name_43674,Cardiology,Central,Low,Yes,Low
HCP43675,HCP_Name_43675,Pediatrics,Central,Low,Yes,Low
HCP43676,HCP_Name_43676,Neurology,East,Low,No,Low
HCP43677,HCP_Name_43677,Cardiology,East,Medium,Yes,Low
HCP43678,HCP_Name_43678,Oncology,West,Medium,No,Low
HCP43679,HCP_Name_43679,General Practice,North,Medium,Yes,Medium
HCP43680,HCP_Name_43680,Pediatrics,North,Medium,No,Low
HCP43681,HCP_Name_43681,General Practice,North,High,No,Medium
HCP43682,HCP_Name_43682,Dermatology,East,Low,No,Medium
HCP43683,HCP_Name_43683,Neurology,Central,High,Yes,Medium
HCP43684,HCP_Name_43684,Oncology,West,Low,Yes,High
HCP43685,HCP_Name_43685,General Practice,East,Medium,No,Medium
HCP43686,HCP_Name_43686,Neurology,Central,Low,Yes,High
HCP43687,HCP_Name_43687,Neurology,East,High,No,Low
HCP43688,HCP_Name_43688,Pediatrics,West,High,Yes,Medium
HCP43689,HCP_Name_43689,Neurology,North,High,Yes,High
HCP43690,HCP_Name_43690,General Practice,East,High,Yes,Low
HCP43691,HCP_Name_43691,Neurology,North,Medium,Yes,Medium
HCP43692,HCP_Name_43692,Oncology,South,Medium,No,High
HCP43693,HCP_Name_43693,Oncology,East,Low,Yes,High
HCP43694,HCP_Name_43694,General Practice,North,High,No,High
HCP43695,HCP_Name_43695,Neurology,South,Low,No,Low
HCP43696,HCP_Name_43696,Oncology,North,Medium,Yes,Low
HCP43697,HCP_Name_43697,Neurology,East,Medium,Yes,High
HCP43698,HCP_Name_43698,General Practice,North,High,Yes,High
HCP43699,HCP_Name_43699,Dermatology,North,High,Yes,High
HCP43700,HCP_Name_43700,Dermatology,East,Low,Yes,High
HCP43701,HCP_Name_43701,Dermatology,Central,High,No,Low
HCP43702,HCP_Name_43702,Dermatology,West,Medium,No,High
HCP43703,HCP_Name_43703,Dermatology,West,Low,Yes,Medium
HCP43704,HCP_Name_43704,Pediatrics,East,High,No,High
HCP43705,HCP_Name_43705,Cardiology,South,Medium,Yes,Low
HCP43706,HCP_Name_43706,Oncology,North,Medium,Yes,Medium
HCP43707,HCP_Name_43707,Neurology,West,Medium,Yes,Low
HCP43708,HCP_Name_43708,Cardiology,South,Medium,No,High
HCP43709,HCP_Name_43709,Cardiology,East,High,Yes,Medium
HCP43710,HCP_Name_43710,Oncology,East,Low,Yes,High
HCP43711,HCP_Name_43711,Neurology,North,High,No,Medium
HCP43712,HCP_Name_43712,Cardiology,East,High,No,Medium
HCP43713,HCP_Name_43713,Cardiology,North,High,No,Low
HCP43714,HCP_Name_43714,Dermatology,South,Medium,Yes,Low
HCP43715,HCP_Name_43715,Oncology,North,Medium,No,Low
HCP43716,HCP_Name_43716,Neurology,West,Low,No,High
HCP43717,HCP_Name_43717,Oncology,Central,Low,No,Low
HCP43718,HCP_Name_43718,General Practice,Central,Low,No,Low
HCP43719,HCP_Name_43719,Oncology,South,Low,Yes,Low
HCP43720,HCP_Name_43720,Cardiology,East,Medium,No,Medium
HCP43721,HCP_Name_43721,Oncology,West,High,No,High
HCP43722,HCP_Name_43722,Pediatrics,West,Low,Yes,Medium
HCP43723,HCP_Name_43723,Oncology,South,Medium,Yes,Medium
HCP43724,HCP_Name_43724,Dermatology,North,Medium,Yes,Low
HCP43725,HCP_Name_43725,Pediatrics,East,High,No,High
HCP43726,HCP_Name_43726,Pediatrics,East,Low,Yes,Medium
HCP43727,HCP_Name_43727,Oncology,West,Medium,No,Low
HCP43728,HCP_Name_43728,Dermatology,East,Low,Yes,Medium
HCP43729,HCP_Name_43729,Pediatrics,West,High,No,Low
HCP43730,HCP_Name_43730,General Practice,North,Low,Yes,High
HCP43731,HCP_Name_43731,Neurology,West,High,No,High
HCP43732,HCP_Name_43732,Oncology,West,Low,No,Low
HCP43733,HCP_Name_43733,Oncology,North,High,No,Low
HCP43734,HCP_Name_43734,Dermatology,Central,Low,No,Medium
HCP43735,HCP_Name_43735,Oncology,South,Low,Yes,Medium
HCP43736,HCP_Name_43736,Cardiology,West,Low,No,Medium
HCP43737,HCP_Name_43737,Dermatology,South,Low,No,High
HCP43738,HCP_Name_43738,Dermatology,Central,Low,No,Low
HCP43739,HCP_Name_43739,Cardiology,Central,Low,No,Medium
HCP43740,HCP_Name_43740,Pediatrics,North,High,Yes,Low
HCP43741,HCP_Name_43741,Cardiology,South,Low,No,Low
HCP43742,HCP_Name_43742,General Practice,Central,Medium,Yes,High
HCP43743,HCP_Name_43743,Oncology,Central,High,No,Medium
HCP43744,HCP_Name_43744,Dermatology,East,High,No,Medium
HCP43745,HCP_Name_43745,Oncology,North,High,Yes,Low
HCP43746,HCP_Name_43746,Oncology,East,Medium,No,Medium
HCP43747,HCP_Name_43747,Neurology,West,High,Yes,Low
HCP43748,HCP_Name_43748,General Practice,North,Medium,Yes,Medium
HCP43749,HCP_Name_43749,Pediatrics,East,High,Yes,Low
HCP43750,HCP_Name_43750,Dermatology,North,High,Yes,High
HCP43751,HCP_Name_43751,Dermatology,North,Medium,No,High
HCP43752,HCP_Name_43752,Neurology,South,Low,No,Low
HCP43753,HCP_Name_43753,Cardiology,West,High,No,Low
HCP43754,HCP_Name_43754,Cardiology,Central,High,Yes,Medium
HCP43755,HCP_Name_43755,Cardiology,North,Medium,No,Medium
HCP43756,HCP_Name_43756,Pediatrics,West,Low,Yes,Medium
HCP43757,HCP_Name_43757,Neurology,Central,Medium,Yes,Low
HCP43758,HCP_Name_43758,Dermatology,Central,Medium,Yes,Low
HCP43759,HCP_Name_43759,Dermatology,North,Medium,Yes,Medium
HCP43760,HCP_Name_43760,Dermatology,South,Low,No,High
HCP43761,HCP_Name_43761,Pediatrics,East,High,No,High
HCP43762,HCP_Name_43762,Pediatrics,West,Low,No,Medium
HCP43763,HCP_Name_43763,Cardiology,North,Medium,Yes,Low
HCP43764,HCP_Name_43764,Pediatrics,North,High,No,Medium
HCP43765,HCP_Name_43765,Dermatology,Central,High,Yes,Low
HCP43766,HCP_Name_43766,Neurology,Central,Medium,Yes,Low
HCP43767,HCP_Name_43767,Pediatrics,West,Low,Yes,High
HCP43768,HCP_Name_43768,Dermatology,East,Medium,No,Low
HCP43769,HCP_Name_43769,Oncology,East,Medium,No,Low
HCP43770,HCP_Name_43770,Dermatology,East,Medium,Yes,Medium
HCP43771,HCP_Name_43771,Cardiology,Central,Medium,No,Medium
HCP43772,HCP_Name_43772,General Practice,South,Medium,Yes,Medium
HCP43773,HCP_Name_43773,Cardiology,South,Medium,Yes,Low
HCP43774,HCP_Name_43774,Cardiology,South,Low,No,Low
HCP43775,HCP_Name_43775,Dermatology,West,High,Yes,Low
HCP43776,HCP_Name_43776,General Practice,Central,Medium,No,High
HCP43777,HCP_Name_43777,Pediatrics,Central,Low,Yes,Low
HCP43778,HCP_Name_43778,Oncology,West,Medium,No,Low
HCP43779,HCP_Name_43779,General Practice,Central,Medium,Yes,High
HCP43780,HCP_Name_43780,General Practice,North,Medium,No,Medium
HCP43781,HCP_Name_43781,General Practice,West,Medium,No,High
HCP43782,HCP_Name_43782,Cardiology,South,Medium,No,Medium
HCP43783,HCP_Name_43783,General Practice,Central,High,No,Low
HCP43784,HCP_Name_43784,Dermatology,Central,Medium,No,Medium
HCP43785,HCP_Name_43785,Cardiology,North,Low,Yes,Medium
HCP43786,HCP_Name_43786,Dermatology,North,Low,Yes,Medium
HCP43787,HCP_Name_43787,Cardiology,Central,Medium,Yes,Low
HCP43788,HCP_Name_43788,Neurology,Central,Medium,Yes,Low
HCP43789,HCP_Name_43789,Pediatrics,West,High,Yes,Low
HCP43790,HCP_Name_43790,Neurology,West,Low,Yes,Medium
HCP43791,HCP_Name_43791,Pediatrics,East,Medium,Yes,Low
HCP43792,HCP_Name_43792,General Practice,Central,Medium,No,High
HCP43793,HCP_Name_43793,Cardiology,North,High,Yes,Medium
HCP43794,HCP_Name_43794,Oncology,South,High,No,High
HCP43795,HCP_Name_43795,Cardiology,East,Low,No,High
HCP43796,HCP_Name_43796,General Practice,South,Low,Yes,Low
HCP43797,HCP_Name_43797,Neurology,East,High,No,Low
HCP43798,HCP_Name_43798,Cardiology,South,Low,No,Medium
HCP43799,HCP_Name_43799,Dermatology,East,High,Yes,Low
HCP43800,HCP_Name_43800,Pediatrics,West,Low,Yes,High
HCP43801,HCP_Name_43801,General Practice,South,Low,Yes,Low
HCP43802,HCP_Name_43802,General Practice,Central,High,Yes,High
HCP43803,HCP_Name_43803,General Practice,Central,Medium,Yes,Low
HCP43804,HCP_Name_43804,General Practice,East,Low,No,Low
HCP43805,HCP_Name_43805,Neurology,South,Low,Yes,Medium
HCP43806,HCP_Name_43806,Neurology,South,High,Yes,Medium
HCP43807,HCP_Name_43807,Dermatology,South,Low,No,High
HCP43808,HCP_Name_43808,Cardiology,West,Low,No,High
HCP43809,HCP_Name_43809,Dermatology,Central,Low,No,Medium
HCP43810,HCP_Name_43810,Oncology,North,High,No,Low
HCP43811,HCP_Name_43811,Neurology,East,Medium,No,High
